item_id,name,count
11341,100mm Rolled Tungsten Compact Plates,8
11351,200mm Crystalline Carbonide Restrained Plates,8
11978,Scimitar,8
12044,Enyo,8
12217,Medium Remote Capacitor Transmitter I,8
13260,Inherent Implants 'Squire' Capacitor Systems Operation EO-603,8
13813,Dark Blood Mega Beam Laser,8
13834,True Sansha Tachyon Beam Laser,8
13879,Dread Guristas 425mm Railgun,8
13891,Shadow Serpentis Neutron Blaster Cannon,8
13919,Domination Rapid Light Missile Launcher,8
13920,Dread Guristas Rapid Light Missile Launcher,8
13954,Domination X-Large Shield Booster,8
13972,Dark Blood EM Armor Hardener,8
14074,Shadow Serpentis Energized Adaptive Nano Membrane,8
14174,True Sansha Heavy Capacitor Booster,8
14250,Shadow Serpentis Warp Disruptor,8
14260,Shadow Serpentis Warp Scrambler,8
14385,Cormack's Modified Neutron Blaster Cannon,8
15788,Ammatar Navy Cap Recharger,8
15863,Imperial Navy Mega Beam Laser,8
15891,Republic Fleet Warp Disruptor,8
15909,Caldari Navy EM Shield Amplifier,8
16407,Prototype Energized Explosive Membrane I,8
16435,Small Coaxial Compact Remote Armor Repairer,8
17720,Cynabal,8
18666,Gistum B-Type 10MN Afterburner,8
18803,Corelum C-Type Energized Explosive Membrane,8
18869,Corpum A-Type Energized EM Membrane,8
18871,Centum A-Type Energized EM Membrane,8
18935,Centus X-Type EM Armor Hardener,8
19031,Corelum B-Type Medium Armor Repairer,8
19035,Core C-Type Large Armor Repairer,8
191,Fusion M,8
19311,Pith A-Type Shield Boost Amplifier,8
1998,Tracking Enhancer I,8
20306,Mjolnir Heavy Assault Missile,8
20637,'Posse' Multispectrum Shield Hardener,8
21540,'Inception' Target Painter,8
22430,Sin,8
22442,Eos,8
22765,Heavy Shield Maintenance Bot I,8
23037,Caldari Navy Tungsten Charge M,8
23049,Caldari Navy Iridium Charge L,8
23091,Imperial Navy Gamma M,8
23563,Bouncer I,8
23803,'Censer' Medium Cap Battery,8
239,Radio S,8
240,Microwave S,8
24503,Nova Precision Light Missile,8
24519,Nova Rage Torpedo,8
24539,Mjolnir Precision Cruise Missile,8
24632,Zainou 'Deadeye' Guided Missile Precision GP-803,8
25908,Large Drone Control Range Augmentor I,8
26420,Large Warhead Calefaction Catalyst II,8
27096,Zainou 'Deadeye' Rapid Launch RL-1001,8
27359,Caldari Navy Nova Torpedo,8
28264,'Augmented' Acolyte,8
28282,'Integrated' Infiltrator,8
28292,'Augmented' Praetor,8
28674,Synth Drop Booster,8
28750,ORE Miner,8
31480,Medium Energy Locus Coordinator I,8
31608,Small Rocket Fuel Cache Partition I,8
31610,Medium Rocket Fuel Cache Partition I,8
31764,Small Core Defense Capacitor Safeguard I,8
31922,Caldari Navy Small Shield Extender,8
32043,Medium Drone Mining Augmentor I,8
32254,Imperial Navy Modified 'Noble' Implant,8
32311,Typhoon Fleet Issue,8
3242,Warp Disruptor I,8
33157,Hurricane Fleet Issue,8
33287,Capital Drone Mining Augmentor II,8
33710,Medium Hull Maintenance Bot II,8
33983,Experimental Hyperspatial Accelerator,8
34276,Polarized Mega Pulse Laser,8
3542,CONCORD Capital Shield Booster,8
393,Shield Recharger I,8
41456,CONCORD 25000mm Steel Plates,8
41492,Capital F-RX Compact Capacitor Booster,8
43700,Ice Harvesting Drone II,8
45597,Loki Defensive - Adaptive Defense Node,8
45605,Proteus Offensive - Drone Synthesis Projector,8
45631,Loki Core - Dissolution Sequencer,8
4613,Large ACM Compact Armor Repairer,8
463,Mega Beam Laser I,8
49099,Zero-Point Mass Entangler,8
630,Bellicose,8
632,Blackbird,8
642,Apocalypse,8
6527,Ta3 Compact Ship Scanner,8
6761,Quad Modulated Light Energy Beam I,8
6925,Heavy Anode Pulse Particle Stream I,8
6959,Heavy Modal Laser I,8
7049,Dual Anode Heavy Particle Stream I,8
7083,Mega Modal Pulse Laser I,8
7289,150mm 'Scout' Accelerator Cannon,8
7329,Dual 150mm 'Scout' Accelerator Cannon,8
7619,Modal Electron Particle Accelerator I,8
9293,Dual 650mm Prototype Automatic Cannon,8
9457,720mm Prototype Siege Cannon,8
9495,1400mm Gallium Cannon,8
9497,1400mm Prototype Siege Cannon,8
9772,Large 'Notos' Explosive Charge I,8
11172,Helios,7
11377,Nemesis,7
11961,Huginn,7
12011,Eagle,7
12019,Sacrilege,7
1254,Shield Flux Coil I,7
1266,Explosive Coating II,7
12743,Viator,7
13242,Eifyr and Co. 'Rogue' Warp Drive Speed WS-610,7
13959,True Sansha Medium Armor Repairer,7
13976,Dark Blood Explosive Armor Hardener,7
13978,True Sansha Kinetic Armor Hardener,7
14068,Shadow Serpentis Medium Armor Repairer,7
14116,Shadow Serpentis 500MN Microwarpdrive,7
14120,Shadow Serpentis 50MN Microwarpdrive,7
14248,True Sansha Warp Disruptor,7
14252,Dark Blood Warp Scrambler,7
15825,Federation Navy Neutron Blaster Cannon,7
15913,Caldari Navy Thermal Shield Amplifier,7
16064,Caldari Navy Heavy Missile Launcher,7
16499,Heavy Knave Scoped Energy Nosferatu,7
16507,Medium Knave Scoped Energy Nosferatu,7
16525,OE-5200 Rocket Launcher,7
16531,5a Prototype Shield Support I,7
17634,Caracal Navy Issue,7
17841,Federation Navy Comet,7
1810,Scourge Auto-Targeting Light Missile I,7
18865,Corpum A-Type Energized Thermal Membrane,7
18875,Centum A-Type Energized Explosive Membrane,7
18877,Corpum A-Type Energized Kinetic Membrane,7
18891,Centus C-Type Explosive Armor Hardener,7
18939,Centus X-Type Explosive Armor Hardener,7
19145,Gistum A-Type Medium Remote Shield Booster,7
19199,Gist A-Type Large Shield Booster,7
19297,Gist C-Type Shield Boost Amplifier,7
19327,Corelum A-Type 50MN Microwarpdrive,7
19687,Eifyr and Co. 'Gunslinger' Surgical Strike SS-905,7
198,Titanium Sabot L,7
19939,Enfeebling Scoped Ladar ECM,7
19946,BZ-5 Scoped Gravimetric ECM,7
2006,Omen,7
20308,Inferno Heavy Assault Missile,7
20847,Sanshas Multifrequency XL,7
21224,Blood Radio L,7
21867,Nova Heavy Assault Missile,7
219,Thorium Charge S,7
22119,Mid-grade Amulet Alpha,7
22120,Mid-grade Amulet Beta,7
22121,Mid-grade Amulet Delta,7
22122,Mid-grade Amulet Epsilon,7
22123,Mid-grade Amulet Gamma,7
22124,Mid-grade Amulet Omega,7
22923,'Wild' Miner I,7
23047,Caldari Navy Lead Charge L,7
23095,Imperial Navy Ultraviolet M,7
23115,Imperial Navy Infrared L,7
23868,'Warhammer' Large EMP Smartbomb I,7
24477,Scourge Javelin Rocket,7
24521,Scourge Rage Torpedo,7
251,Ultraviolet M,7
26008,Large Hybrid Collision Accelerator I,7
26026,Large Bay Loading Accelerator I,7
26030,Large Warhead Calefaction Catalyst I,7
26080,Large Kinetic Shield Reinforcer I,7
26102,Large Ionic Field Projector I,7
26296,Large Nanobot Accelerator II,7
26402,Large Hybrid Locus Coordinator II,7
27417,Guristas Mjolnir Heavy Assault Missile,7
28280,'Augmented' Hornet,7
28336,Republic Fleet Depleted Uranium S,7
28661,Kronos,7
31029,Medium Kinetic Armor Reinforcer II,7
31306,Medium Particle Dispersion Projector II,7
31634,Medium Warhead Flare Catalyst I,7
31656,Small Projectile Ambit Extension I,7
31670,Medium Projectile Burst Aerator I,7
31816,Small Core Defense Operational Solidifier I,7
32027,Medium Drone Control Range Augmentor I,7
32309,Scorpion Navy Issue,7
32782,Defender Missile I,7
32874,Dragoon,7
33285,Capital Drone Mining Augmentor I,7
33330,Navy Cap Booster 25,7
33334,Navy Cap Booster 75,7
33704,Medium Hull Maintenance Bot I,7
33708,Heavy Hull Maintenance Bot II,7
33985,Prototype Hyperspatial Accelerator,7
3528,Medium Armor Repairer I,7
37631,Corpus X-Type Heavy Energy Neutralizer,7
40357,Capital Shield Extender II,7
40661,Capital Infectious Scoped Energy Neutralizer,7
41031,AML Compact Omnidirectional Tracking Link,7
41033,N-JM Compact Omnidirectional Tracking Enhancer,7
41056,Heavy Jigoro Enduring Stasis Grappler,7
42210,High-grade Asklepian Alpha,7
42836,Electronic Superiority Charge,7
42837,Electronic Hardening Charge,7
45609,Loki Offensive - Support Processor,7
45616,Proteus Propulsion - Interdiction Nullifier,7
48114,Agency 'Overclocker' SB9 Dose IV,7
48744,'Subverted' JVN-UC49,7
49738,Abyssal Ballistic Control System,7
530,Small Energy Nosferatu I,7
565,150mm Railgun I,7
6763,Quad Anode Light Particle Stream I,7
6865,Focused Anode Medium Particle Stream I,7
7487,Modal Light Electron Particle Accelerator I,7
7585,Anode Light Neutron Particle Cannon I,7
8337,Mark I Compact Shield Power Relay,7
8819,150mm Light Gallium Machine Gun,7
8865,200mm Light Carbine Repeating Cannon I,7
9247,Dual 425mm 'Scout' Autocannon I,7
9417,280mm Prototype Siege Cannon,7
9582,Compact Kinetic Shield Amplifier,7
11174,Keres,6
11192,Buzzard,6
11239,Energized Armor Layering Membrane II,6
11259,Energized Thermal Membrane II,6
11319,800mm Crystalline Carbonide Restrained Plates,6
11371,Wolf,6
11381,Harpy,6
11400,Jaguar,6
12034,Hound,6
12054,500MN Microwarpdrive I,6
1256,Shield Flux Coil II,6
12765,Tremor L,6
13119,Mjolnir Javelin Rocket,6
13261,Inherent Implants 'Squire' Power Grid Management EG-603,6
13784,Domination 720mm Howitzer Artillery,6
13785,Domination 800mm Repeating Cannon,6
13880,Shadow Serpentis Dual 150mm Railgun,6
13927,Domination Cruise Missile Launcher,6
14043,Dread Guristas EM Shield Amplifier,6
14059,Shadow Serpentis EM Armor Hardener,6
14065,Shadow Serpentis Thermal Armor Hardener,6
14067,Shadow Serpentis Large Armor Repairer,6
14084,True Sansha Energized Explosive Membrane,6
14154,True Sansha Heavy Energy Nosferatu,6
14170,True Sansha Heavy Energy Neutralizer,6
15764,Federation Navy 50MN Microwarpdrive,6
15829,Federation Navy Ion Blaster Cannon,6
15911,Caldari Navy Kinetic Shield Amplifier,6
16004,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-705,6
16048,Republic Fleet 1400mm Howitzer Artillery,6
16056,Republic Fleet 720mm Howitzer Artillery,6
16058,Republic Fleet Dual 180mm Autocannon,6
16297,'Accord' Core Compensation,6
16481,Large Radiative Scoped Remote Capacitor Transmitter,6
17932,Dramiel,6
18066,Veldspar Mining Crystal I,6
18801,Corelum C-Type Energized Kinetic Membrane,6
18839,Centum C-Type Energized Explosive Membrane,6
18867,Centum A-Type Energized Thermal Membrane,6
18895,Centus C-Type Kinetic Armor Hardener,6
18949,Core C-Type EM Armor Hardener,6
18973,Core X-Type EM Armor Hardener,6
18975,Core X-Type Explosive Armor Hardener,6
19033,Corelum A-Type Medium Armor Repairer,6
19109,Corpum B-Type Medium Energy Nosferatu,6
19181,Gistum C-Type Medium Shield Booster,6
19195,Gist C-Type X-Large Shield Booster,6
19196,Gist B-Type X-Large Shield Booster,6
19255,Gistum A-Type EM Shield Amplifier,6
19264,Pith C-Type EM Shield Hardener,6
19283,Gist X-Type Thermal Shield Hardener,6
19287,Gist X-Type Kinetic Shield Hardener,6
19299,Gist B-Type Shield Boost Amplifier,6
19345,Gistum B-Type 50MN Microwarpdrive,6
196,Proton L,6
19685,Inherent Implants 'Noble' Repair Proficiency RP-905,6
19720,Revelation,6
205,Nova Cruise Missile,6
20539,XL Torpedo Launcher I,6
20895,True Sanshas Multifrequency L,6
21857,1MN Civilian Afterburner,6
21912,Republic Fleet Nuclear M,6
21928,Republic Fleet Proton M,6
21939,Republic Fleet Titanium Sabot S,6
220,Uranium Charge S,6
22456,Sabre,6
22615,'Aoede' Mining Laser Upgrade,6
22909,'Hustler' Heavy Neutron Blaster I,6
23015,Caldari Navy Thorium Charge S,6
23027,Caldari Navy Plutonium Charge M,6
23073,Imperial Navy Gamma S,6
23117,Imperial Navy Microwave L,6
235,Thorium Charge L,6
23559,Warden I,6
249,Infrared M,6
259,Ultraviolet L,6
25920,Large Sentry Damage Augmentor I,6
26016,Large Hydraulic Bay Thrusters I,6
261,Gamma L,6
26292,Large Thermal Armor Reinforcer II,6
26430,Large Projectile Burst Aerator II,6
267,Scourge Torpedo,6
27068,Small Remote Repair Augmentor I,6
27108,Zainou 'Snapshot' Light Missiles LM-903,6
27143,Zainou 'Gypsy' CPU Management EE-601,6
27187,Poteque 'Prospector' Astrometric Acquisition AQ-706,6
27245,Zainou 'Snapshot' Heavy Assault Missiles AM-705,6
27260,Poteque 'Prospector' Environmental Analysis EY-1005,6
2811,Inferno Rage Torpedo,6
28268,'Augmented' Berserker,6
28294,'Integrated' Valkyrie,6
28352,Rorqual,6
28670,Synth Blue Pill Booster,6
28672,Synth Crash Booster,6
28754,ORE Strip Miner,6
3114,Dual 250mm Railgun II,6
31300,Medium Particle Dispersion Projector I,6
31324,Medium Targeting System Subcontroller I,6
31342,Medium Targeting Systems Stabilizer II,6
31442,Small Energy Burst Aerator I,6
31534,Medium Hybrid Burst Aerator II,6
31568,Small Hybrid Locus Coordinator II,6
31616,Medium Rocket Fuel Cache Partition II,6
31644,Small Warhead Rigor Catalyst I,6
31648,Capital Warhead Rigor Catalyst I,6
31658,Medium Projectile Ambit Extension I,6
31664,Medium Projectile Ambit Extension II,6
31674,Small Projectile Burst Aerator II,6
31772,Medium Core Defense Capacitor Safeguard II,6
31904,Imperial Navy 200mm Steel Plates,6
31906,Federation Navy 200mm Steel Plates,6
32307,Dominix Navy Issue,6
33448,Rapid Heavy Missile Launcher I,6
33459,Republic Fleet Rapid Heavy Missile Launcher,6
33697,Prospect,6
33818,Orthrus,6
33902,Capital Transverse Bulkhead I,6
34284,Polarized 200mm AutoCannon,6
3550,CONCORD Dual 1000mm Railgun,6
37457,Deacon,6
3766,Vigil,6
3987,Large Plasma Smartbomb I,6
40354,Capital Shield Extender I,6
40752,Heavy Initiated Compact Warp Scrambler,6
41059,Domination Heavy Stasis Grappler,6
41417,Sentient Fighter Support Unit,6
42211,High-grade Asklepian Beta,6
42212,High-grade Asklepian Gamma,6
42213,High-grade Asklepian Delta,6
42214,High-grade Asklepian Epsilon,6
42215,High-grade Asklepian Omega,6
4248,Warp Disruption Field Generator II,6
4294,Triage Module II,6
44996,Marshal,6
459,Heavy Beam Laser I,6
47273,Heavy Entropic Disintegrator I,6
47732,Abyssal Warp Scrambler,6
47917,Heavy Scoped Entropic Disintegrator,6
485,150mm Light AutoCannon I,6
496,800mm Repeating Cannon I,6
49712,Rodiva,6
49713,Zarmazd,6
49722,Abyssal Magnetic Field Stabilizer,6
49792,Frostline 'Omnivore' Harvester Upgrade,6
52254,Draugur,6
5282,Linked Enduring Remote Sensor Booster,6
5320,Balmer Series Compact Tracking Disruptor I,6
54733,Thunderchild,6
569,Heavy Ion Blaster I,6
586,Probe,6
589,Executioner,6
591,Tormentor,6
625,Augoror,6
639,Tempest,6
6441,Small Clarity Ward Enduring Shield Booster,6
650,Nereus,6
6807,Focused Afocal Pulse Maser I,6
7369,250mm 'Scout' Accelerator Cannon,6
8535,Small Asymmetric Enduring Remote Shield Booster,6
8863,200mm Light 'Scout' Autocannon I,6
9139,425mm Medium Gallium Machine Gun,6
9377,1200mm Heavy Prototype Siege Cannon,6
10688,125mm 'Scout' Accelerator Cannon,5
11176,Crow,5
11295,200mm Steel Plates I,5
12032,Manticore,5
12761,Quake L,5
1304,Multispectrum Coating I,5
13244,Eifyr and Co. 'Gunslinger' Surgical Strike SS-903,5
13250,Zainou 'Deadeye' Target Navigation Prediction TN-903,5
13947,Dread Guristas Large Shield Booster,5
13958,Domination Medium Armor Repairer,5
14090,True Sansha Energized EM Membrane,5
14104,Shadow Serpentis 100MN Afterburner,5
14108,Shadow Serpentis 10MN Afterburner,5
14156,Dark Blood Medium Energy Nosferatu,5
14166,True Sansha Medium Energy Neutralizer,5
14178,True Sansha Medium Capacitor Booster,5
14234,Dread Guristas Cloaking Device,5
14242,Dark Blood Warp Disruptor,5
14272,200mm Carbide Railgun I,5
14534,Tobias' Modified Ballistic Control System,5
15465,Strong Mindflood Booster,5
1559,Small Plasma Smartbomb II,5
15705,Imperial Navy Thermal Armor Hardener,5
15770,Federation Navy 100MN Afterburner,5
16065,Caldari Navy Rocket Launcher,5
16246,Zainou 'Gnome' Shield Management SM-705,5
16274,Helium Isotopes,5
16309,'Collateral' Adaptive Nano Plating I,5
16389,Experimental Energized Adaptive Nano Membrane I,5
17485,Republic Fleet Cruise Missile Launcher,5
17528,Imperial Navy Capacitor Power Relay,5
17722,Vigilant,5
17726,Apocalypse Navy Issue,5
17732,Tempest Fleet Issue,5
179,Nuclear S,5
18058,Plagioclase Mining Crystal I,5
18060,Pyroxeres Mining Crystal I,5
18598,Gneiss Mining Crystal II,5
18674,Gist A-Type 100MN Afterburner,5
18684,Core C-Type 100MN Afterburner,5
18690,Core B-Type 100MN Afterburner,5
18807,Corelum C-Type Energized Thermal Membrane,5
18903,Centus B-Type EM Armor Hardener,5
19189,Pithum B-Type Medium Shield Booster,5
19203,Pith B-Type Large Shield Booster,5
19209,Pithum C-Type Explosive Shield Amplifier,5
19262,Pith C-Type Thermal Shield Hardener,5
1986,Signal Amplifier I,5
200,Phased Plasma L,5
20008,Arch Angel EMP M,5
20199,Dread Guristas Multispectral ECM,5
20569,'Deuce' Co-Processor I,5
20599,'Undertaker' Heavy Missile Launcher,5
20743,Arch Angel Fusion XL,5
21222,Blood Multifrequency M,5
2161,Crucifier,5
217,Iridium Charge S,5
22440,Panther,5
22474,Damnation,5
22975,Federation Navy Iron Charge S,5
23005,Federation Navy Tungsten Charge L,5
23659,Acolyte EV-300,5
24505,Mjolnir Precision Light Missile,5
24537,Nova Precision Cruise Missile,5
248,Microwave M,5
2531,Explosive Shield Amplifier II,5
25978,Large Energy Burst Aerator I,5
26042,Large Projectile Metastasis Adjuster I,5
26290,Large Kinetic Armor Reinforcer II,5
26438,Large Explosive Shield Reinforcer II,5
26440,Large Kinetic Shield Reinforcer II,5
269,Mjolnir Auto-Targeting Light Missile I,5
27094,Zainou 'Deadeye' Guided Missile Precision GP-801,5
27253,Zainou 'Snapshot' Light Missiles LM-901,5
27331,Guristas Scourge Rocket,5
27353,Guristas Scourge Light Missile,5
27391,Guristas Scourge Cruise Missile,5
27918,Shrapnel Bomb,5
2801,Nova Javelin Torpedo,5
28201,Light Armor Maintenance Bot II,5
28203,Light Shield Maintenance Bot II,5
28266,'Integrated' Berserker,5
28308,'Augmented' Wasp,5
28324,Republic Fleet Carbonized Lead L,5
28326,Republic Fleet Carbonized Lead M,5
28375,Republic Fleet Heavy Assault Missile Launcher,5
30997,Small EM Armor Reinforcer I,5
31207,Small Emission Scope Sharpener II,5
31490,Small Energy Metastasis Adjuster I,5
31498,Medium Energy Metastasis Adjuster II,5
31544,Small Hybrid Collision Accelerator II,5
31576,Medium Hybrid Metastasis Adjuster I,5
31632,Small Warhead Flare Catalyst I,5
31654,Capital Warhead Rigor Catalyst II,5
31686,Small Projectile Collision Accelerator II,5
31720,Capital EM Shield Reinforcer I,5
31730,Medium Explosive Shield Reinforcer I,5
31770,Small Core Defense Capacitor Safeguard II,5
3190,Eifyr and Co. 'Gunslinger' Motion Prediction MR-702,5
31982,Navy Cap Booster 100,5
32063,Medium Drone Speed Augmentor II,5
32414,Domination Target Painter,5
3265,Zainou 'Gypsy' CPU Management EE-602,5
3296,Large Standard Container,5
33671,Heavy Hull Maintenance Bot I,5
33712,Light Hull Maintenance Bot II,5
33830,Dread Guristas Omnidirectional Tracking Enhancer,5
33947,Low-grade Nomad Alpha,5
33948,Low-grade Nomad Beta,5
33949,Low-grade Nomad Delta,5
34328,Bowhead,5
34593,Entosis Link I,5
3538,Large Armor Repairer I,5
35770,Missile Guidance Enhancer I,5
36909,Antipharmakon Kosybo,5
37456,Maulus Navy Issue,5
399,Small Shield Booster I,5
40559,Einherji II,5
40690,Sentient Burst Jammer,5
40714,Capital Emergency Hull Energizer I,5
41030,'Excavator' Mining Drone,5
41119,True Sansha Dual Giga Beam Laser,5
41199,Shadow Serpentis Remote Sensor Booster,5
41478,Large Ancillary Remote Armor Repairer,5
42522,Pulse Activated Nexus Invulnerability Core,5
42890,Industrial Core II,5
4401,Large Processor Overclocking Unit II,5
44102,Defender Launcher I,5
442,Cargo Scanner I,5
44995,Enforcer,5
45594,Proteus Defensive - Nanobot Injector,5
46356,Ubiquitous Moon Ore Mining Crystal II,5
47256,FFR Enduring Assault Damage Control,5
47808,Large Abyssal Shield Extender,5
47913,Light Scoped Entropic Disintegrator,5
47921,Supratidal Scoped Entropic Disintegrator,5
54732,Stormbringer,5
561,75mm Gatling Rail I,5
5631,Type-D Restrained Overdrive Injector,5
570,250mm Railgun I,5
577,Medium Capacitor Booster I,5
594,Incursus,5
601,Ibis,5
6135,PL-0 Scoped Cargo Scanner,5
640,Scorpion,5
6811,Focused Anode Pulse Particle Stream I,5
6859,Focused Modal Medium Laser I,5
7001,Dual Heavy Afocal Pulse Maser I,5
7453,425mm Compressed Coil Gun I,5
7709,Anode Neutron Particle Cannon I,5
9556,Compact Explosive Shield Amplifier,5
9646,Compact Explosive Shield Hardener,5
10151,Improved Crash Booster,4
10882,X-Large Neutron Saturation Injector I,4
11188,Anathema,4
11200,Taranis,4
11249,Energized Kinetic Membrane II,4
11297,400mm Steel Plates I,4
11299,800mm Steel Plates I,4
11305,Kinetic Armor Hardener I,4
11959,Rook,4
11965,Pilgrim,4
11969,Arazu,4
11971,Lachesis,4
11995,Onyx,4
12066,100MN Afterburner I,4
12219,Capital Remote Capacitor Transmitter I,4
1246,Capacitor Flux Coil I,4
12735,Prowler,4
13240,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-703,4
1353,Reactor Control Unit I,4
13795,Dark Blood Dual Light Beam Laser,4
13809,Dark Blood Small Focused Beam Laser,4
13881,Dread Guristas Dual 150mm Railgun,4
13888,Shadow Serpentis Light Neutron Blaster,4
13892,Shadow Serpentis Heavy Neutron Blaster,4
13948,Domination Large Shield Booster,4
13984,Dark Blood Thermal Armor Hardener,4
14003,Dark Blood Multispectrum Coating,4
14035,Dread Guristas Thermal Shield Amplifier,4
14061,Shadow Serpentis Explosive Armor Hardener,4
14063,Shadow Serpentis Kinetic Armor Hardener,4
14094,Dark Blood Energized Thermal Membrane,4
14096,True Sansha Energized Thermal Membrane,4
14112,Shadow Serpentis 1MN Afterburner,4
14124,Shadow Serpentis 5MN Microwarpdrive,4
14164,Dark Blood Medium Energy Neutralizer,4
14244,Domination Warp Disruptor,4
15150,Cormack's Modified Magnetic Field Stabilizer,4
15312,Setele's Modified Co-Processor,4
1539,Power Diagnostic System I,4
15416,Naiyon's Modified Magnetic Field Stabilizer,4
1565,Small EMP Smartbomb II,4
15693,Imperial Navy Multispectrum Coating,4
15790,Caldari Navy Cloaking Device,4
15845,Ammatar Navy Tachyon Beam Laser,4
15852,Ammatar Navy Heavy Beam Laser,4
15939,Republic Fleet Large Proton Smartbomb,4
16299,'Repose' Core Compensation,4
16301,'Stoic' Core Equalizer I,4
16359,Prototype Compact EM Armor Hardener I,4
17484,Republic Fleet Rapid Light Missile Launcher,4
17924,Succubus,4
18056,Omber Mining Crystal I,4
18062,Scordite Mining Crystal I,4
1816,Inferno Auto-Targeting Light Missile I,4
1820,Mjolnir Auto-Targeting Heavy Missile I,4
18606,Kernite Mining Crystal II,4
18756,Corpii A-Type Explosive Coating,4
18768,Coreli C-Type Multispectrum Coating,4
18791,Coreli A-Type Kinetic Coating,4
18797,Coreli A-Type Thermal Coating,4
18847,Centum C-Type Energized Thermal Membrane,4
18849,Corpum B-Type Energized Adaptive Nano Membrane,4
18879,Centum A-Type Energized Kinetic Membrane,4
18899,Centus C-Type Thermal Armor Hardener,4
18955,Core C-Type Thermal Armor Hardener,4
190,Titanium Sabot M,4
19019,Corpum B-Type Medium Armor Repairer,4
19025,Centum B-Type Medium Armor Repairer,4
19039,Corpus C-Type Large Armor Repairer,4
19043,Corpus A-Type Large Armor Repairer,4
19051,Centii A-Type Small Remote Armor Repairer,4
19081,Corpum A-Type Medium Remote Capacitor Transmitter,4
19177,Pithi B-Type Small Shield Booster,4
19202,Pith C-Type X-Large Shield Booster,4
19219,Pithum B-Type Thermal Shield Amplifier,4
19237,Gistum C-Type Thermal Shield Amplifier,4
19247,Gistum B-Type EM Shield Amplifier,4
19258,Pith C-Type Kinetic Shield Hardener,4
19263,Gist C-Type EM Shield Hardener,4
19268,Pith B-Type Thermal Shield Hardener,4
19274,Pith A-Type Kinetic Shield Hardener,4
19289,Pith C-Type Shield Boost Amplifier,4
19293,Gist A-Type Shield Boost Amplifier,4
19321,Corelum B-Type 50MN Microwarpdrive,4
19339,Gistum C-Type 50MN Microwarpdrive,4
19351,Gistum A-Type 50MN Microwarpdrive,4
195,Nuclear L,4
1958,Ladar ECM I,4
1964,Remote Sensor Booster II,4
19693,Inherent Implants 'Lancer' Gunnery RF-905,4
19699,Zainou 'Deadeye' Medium Hybrid Turret MH-805,4
199,Fusion L,4
20125,Curse,4
20345,100mm Steel Plates II,4
20563,'Smokescreen' Covert Ops Cloaking Device II,4
20567,'Dyad' Co-Processor I,4
20613,'Glycerine' Shield Boost Amplifier,4
20893,True Sanshas Gamma L,4
2108,Tracking Disruptor I,4
21472,10MN Analog Booster Afterburner,4
21926,Republic Fleet Proton L,4
21935,Republic Fleet Titanium Sabot L,4
22125,Mid-grade Snake Alpha,4
22126,Mid-grade Snake Beta,4
22127,Mid-grade Snake Delta,4
22128,Mid-grade Snake Epsilon,4
22129,Mid-grade Snake Gamma,4
22130,Mid-grade Snake Omega,4
22889,'Meditation' Medium Armor Repairer I,4
23023,Caldari Navy Iron Charge S,4
23085,Imperial Navy Radio S,4
23101,Imperial Navy Microwave M,4
232,Tungsten Charge L,4
236,Uranium Charge L,4
23793,'Barbican' 800mm Steel Plates,4
23896,'Motte' Capacitor Power Relay I,4
244,Xray S,4
24479,Inferno Javelin Rocket,4
24523,Mjolnir Rage Torpedo,4
24525,Inferno Javelin Torpedo,4
24527,Mjolnir Javelin Torpedo,4
24569,Capital Remote Armor Repairer I,4
2506,Mjolnir Torpedo,4
2516,Nova Rocket,4
2537,Thermal Shield Amplifier I,4
25569,Induced Signal Distortion Amplifier I,4
26006,Large Hybrid Burst Aerator I,4
26070,Large Polycarbon Engine Housing I,4
26332,Large Drone Scope Chip II,4
26358,Large Ionic Field Projector II,4
26370,Large Ancillary Current Router II,4
26388,Large Energy Locus Coordinator II,4
264,Cap Booster 50,4
26434,Large Projectile Metastasis Adjuster II,4
27099,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-701,4
27916,Scorch Bomb,4
28199,Heavy Shield Maintenance Bot II,4
28205,Medium Armor Maintenance Bot II,4
28207,Medium Shield Maintenance Bot II,4
28262,'Integrated' Acolyte,4
28298,'Integrated' Vespa,4
28514,Khanid Navy Stasis Webifier,4
28780,Syndicate 1600mm Steel Plates,4
28796,Mid-grade Nomad Alpha,4
28797,Mid-grade Nomad Beta,4
28798,Mid-grade Nomad Delta,4
28800,Mid-grade Nomad Gamma,4
31143,Medium Engine Thermal Shielding I,4
31276,Medium Ionic Field Projector I,4
31294,Medium Particle Dispersion Augmentor II,4
31328,Small Targeting System Subcontroller II,4
31330,Medium Targeting System Subcontroller II,4
31384,Medium Egress Port Maximizer I,4
31412,Small Semiconductor Memory Cell II,4
31444,Medium Energy Burst Aerator I,4
31460,Small Energy Collision Accelerator II,4
31564,Medium Hybrid Locus Coordinator I,4
31582,Medium Hybrid Metastasis Adjuster II,4
31614,Small Rocket Fuel Cache Partition II,4
31646,Medium Warhead Rigor Catalyst I,4
31650,Small Warhead Rigor Catalyst II,4
32305,Armageddon Navy Issue,4
32878,Talwar,4
32933,Unit W-634's Modified Drone Link Augmentor,4
33700,'Packrat' Mobile Tractor Unit,4
33952,Low-grade Nomad Omega,4
